username,main_category,subcategory,text_hook,length,views,likes,comments,shares,outlier_multiplier,uploaded_at,ad_link,caption,platform
boldvoiceapp,Education,Language Learning,A downward inflection sounds more confident in English.,32,6181,271,2,3,2.39295393,2023-11-21,https://www.tiktok.com/@boldvoiceapp/video/7303728053350386975,A downward inflection will sound more confident. Try out this English intonation trick! #Americanaccent #pronunciationtipsonline #boldvoiceapp #englishpronunciation #englishpronunciationpractice ,tiktok
elevateapp,Education,Study Aids & Flashcards,Acronym Challenge: What does URL stand for?,22,6178,44,3,0,4.7596302,2023-03-07,https://www.tiktok.com/@elevateapp/video/7207545251299380526,What does URL actually stand for? #elevateapp #braintraining #elevatebraintraining #acronyms #acronymchallenge #acronym #abbreviations #abbreviationchallenge #url ,tiktok
boldvoiceapp,Education,Language Learning,Great examples!  BASIC IDIOM Never,17,6172,338,2,5,2.389469609,2024-01-31,https://www.tiktok.com/@boldvoiceapp/video/7330284648624442655,#duet with @Antonio Parlati #english I live for idioms! Thank you for giving these tv/movie clips for context. ❤️😊#boldvoiceapp #LanguageLearning #Pronunciation #AmericanAccent #AmericanAccentduettok #english #EnglishPronunciation #learnenglishonline #learnenglishontiktok ,tiktok
boldvoiceapp,Education,Language Learning,"#AmericanAccent 🇺🇸❤️ #Pronunciation 💋 #LearningHack🧠🤔 More Silent ""t""",24,6166,251,11,7,2.387146729,2023-03-24,https://www.tiktok.com/@boldvoiceapp/video/7213795240623361323,More examples of the infamous silent “t” #pronunciation #learninghack #languagelearning #learnenglishonlinefluently #EnglishPronunciation #English #americanaccent #BoldVoiceApp ,tiktok
elevateapp,Education,Study Aids & Flashcards,How good are your spelling skills?,0,6157,34,12,0,4.743451464,2024-02-16,https://www.tiktok.com/@elevateapp/photo/7336214620442545439,How confident are you in your spelling? Let’s put it to the test. #spellingchallenge #spelling #elevateapp #spellingtest ,tiktok
curiosityquench,Education,Coding Education,people with these hobbies be learning to bend time and space  Math Puzzles Playing an instrument Calisthenics,5,6145,206,0,0,2.246390057,2024-11-21,https://www.tiktok.com/@curiosityquench/video/7439776198810422583,"DO these and 1000+ more hobbies using our app ""Curiosity Quench"". #hobbies #foryou #viral #trending #math #maths #puzzles #calisthenics #music #instruments #musician #guitar #time #puzzle",tiktok
solvo.app,Education,AI Study Tools,"""I don't feel like studying today, I'm too tired""",0,6136,359,1,6,4.389127325,2024-09-09,https://www.tiktok.com/@solvo.app/photo/7412643974789303583,Toxic study motivation 💀 #toxic #studymotivation #motivation #studytok #academicmotivation #productivity #studytok ,tiktok
joinhandshake,Education,Professional Development,All these daily walks are leading up to the ultimate one,6,6127,719,4,0,6.511158342,2023-04-14,https://www.tiktok.com/@joinhandshake/video/7221976581185522986,Status: out practicing my grad walk 🚶🏽‍♂️ #Graduation #Classof2023 #CollegeLife #CollegeGraduation #Walking #JoinHandshake,tiktok
elevateapp,Education,Study Aids & Flashcards,Celebrity Guess Who,39,6123,50,2,1,4.717257319,2023-02-18,https://www.tiktok.com/@elevateapp/video/7201249389476580654,Can you guess the celebrity? 👑🏀 #elevateapp #celebrity #celebrityguesswho #guesswho #trivia #princeharry #lebronjames #goat🐐 #nba #celebritytrivia ,tiktok
innervoice_app,Education,Early Childhood Learning,InnerVoice  Unlock the future of speech therapy with InnerVoice: AI,43,6106,675,1,8,34.30337079,2024-02-19,https://www.tiktok.com/@innervoice_app/video/7337453782508260650,"Transform speech therapy with InnerVoice! 🌟 Dive into a world where therapy meets creativity, crafting personalized stories and avatars. Perfect for SLPs and educators. Ready to innovate? Check it out! #InnerVoiceApp #SpeechTherapyRevolution #AI #chatgpt #SpeechTherapy, #SLPeeps, #EdTech, #InnovativeLearning, #CommunicationAid #SLP #autism #neurodivergent #literacy #teachers #specialeducationteacher @The Indomitable Blackman  @elizabethsautter ",tiktok
aithor_oyvind,Education,AI Study Tools,Websites That Feel Illegal To Know  1. Aithor.com: Detect and autocorrect AI text to appear human-written  2. Zlibrary: Offers a free library with all textbooks you need in school  3. Cymath: Solves any math problem,6,6105,123,0,6,8.227762803,2024-08-02,https://www.tiktok.com/@aithor_oyvind/video/7398531012575235361,This is my favourite👇 Aithor.com Follow me to figure out why📲,tiktok
curiosityquench,Education,Coding Education,hobbies that make life worth living:  Poetry Writing Baking Composing Music Sculpting,5,6104,138,3,2,2.231401937,2025-01-05,https://www.tiktok.com/@curiosityquench/video/7456472194151877894,"do 1000 hobbies using our app ""curiosity quench"" #trending #viral #foryou #fyp #hobbies #poetry #cookies #baking #life #music #sculpting",tiktok
kineduapp,Education,Early Childhood Learning,Tummy time with my six month old ✨ (feat. Kinedu),21,6100,18,0,3,6.710671067,2023-05-28,https://www.tiktok.com/@kineduapp/video/7237945411736964358,🏋️ Ready to get bold and try out some tummy time with your baby? 👶 #tummytime #tipsforparents #babydevelopment #childdevelopment #appforparents #kinedu,tiktok
askyourpdf,Education,AI Study Tools,Still struggling with your thesis statement ?,21,6097,225,4,40,2.538829898,2024-09-11,https://www.tiktok.com/@askyourpdf/video/7412569059293728032,#researchpaper #dissertation #askyourpdf #thesisstatements #bestaitools #thesiswriting,tiktok
_readingcom,Education,Early Childhood Learning,Sound sliders for phonics learning!  What is the first sound? Answer: s s s What is the next sound? Answer: a a a What is the last sound? Answer: m m m  Sam  reading.com  Download on the App Store  GET IT ON Google Play,25,6096,14,0,3,6.265159301,2023-12-06,https://www.tiktok.com/@_readingcom/video/7309450867764219179,Download the Reading.com app today and start teaching your child to read!📚 #prekactivities #parentsoftiktok #kindergartentips #homeschoolseries,tiktok
curiosityquench,Education,Coding Education,people with these hobbies are the most spontaneous humans on earth,5,6093,152,2,4,2.227380735,2024-10-25,https://www.tiktok.com/@curiosityquench/video/7429714216270957830,"EXPLORE these hobbies and 1000 more using our app ""Curiosity Quench"" Get a plan to take action TODAY. #hobbies #trending #foryou #fyp #viral #chemistry #rockclimbing #sewing #psycology #polymath",tiktok
curiosityquench,Education,Coding Education,people with these hobbies smell like victory >>> quiring knowledge chess biking using the curiosity quench app to explore 1000 + hobbies with curated action plans,5,6092,230,2,4,2.227015171,2024-11-17,https://www.tiktok.com/@curiosityquench/video/7438254767660420407,"TRY these and 1000 more hobbies using our app ""Curiosity Quench"". #hobbies #foryou #viral #trending #fyp #selfimprovement #victory #win #winner #biking #reading #chess",tiktok
pandaiofficial,Education,Exam Preparation,"when you're vibing with your manager and then she becomes ""The Manager"" 😳",5,6081,73,1,8,3.905587669,2022-09-28,https://www.tiktok.com/@pandaiofficial/video/7148393358858276122,😔🥺 #work #worklifebalance #worklife #fyp #manager #managersbelike #staff ,tiktok
baimly.app,Education,Exam Preparation,The image does not contain any text or emojis.,23,6055,12,0,0,8.990348924,2024-09-12,https://www.tiktok.com/@baimly.app/video/7413638520989846789,"""Подробнее"" батырмасын тезірек басып, сұрақтарыңа жауап ал",tiktok
elevateapp,Education,Study Aids & Flashcards,Can you see the lion??,18,6017,88,18,3,4.63559322,2023-08-02,https://www.tiktok.com/@elevateapp/video/7262477566194339103,Do you see it??? #ElevateApp #BrainTraining #opticalillusion #opticalillusions #photopuzzle #illusionchallenge #photocropchallenge #puzzlechallenge #brainteaser ,tiktok
boldvoiceapp,Education,Language Learning,"""Don't""",45,6002,245,1,8,2.323654665,2023-05-11,https://www.tiktok.com/@boldvoiceapp/video/7231743969531743534,Another mind blowing pronunciation #learninghack #englishpronunciation #americanaccent #languagelearning #english #pronunciation #speakenglish #BoldVoiceapp ,tiktok
curiosityquench,Education,Coding Education,people with these hobbies are the main character  Piano Language Learning 69 day streak! Cooking Biking,5,5995,159,3,3,2.191555474,2024-12-18,https://www.tiktok.com/@curiosityquench/video/7449888124441873669,"take action on these hobbies and 1000 more using our app ""Curiosity Quench"". #hobbies #foryou #viral #fyp #trending #piano #duolingo #languagelearning #learning #language #cooking #cook #lethimcook #biking #bike",tiktok
curiosityquench,Education,Coding Education,people with these hobbies have the most unique aura fr  Drawing Painting Biking Badminton,5,5990,207,8,9,2.189727655,2025-01-16,https://www.tiktok.com/@curiosityquench/video/7460518151030131974,"do all these hobbies and 1000+ more using our app ""Curiosity Quench"". #hobbies #foryou #viral #fyp #aura #painting #drawing #biking #badminton",tiktok
curiosityquench,Education,Coding Education,if you've ever had these hobbies then you're the main character,5,5981,259,1,12,2.18643758,2024-10-14,https://www.tiktok.com/@curiosityquench/video/7425728734063234309,"Become the main character using our app with over 1000+ hobbies and interests: ""Curiosity Quench"" - try for free today. #hobbies #foryou #trending #viral #fyp #sleep #science #math #writing #biking #motivation #hobby",tiktok
boldvoiceapp,Education,Language Learning,"[a] ""anything""",25,5974,244,30,5,2.312814557,2023-04-13,https://www.tiktok.com/@boldvoiceapp/video/7221375785100201262,The word “anything” has different pronunciations in Europe vs. North America: an #englishpronunciation distinction that most people miss!   #americanaccent #BoldVoiceApp #languagelearning #learnenglishonlinefluently #pronunciationcheck #pronunciation #learninghack  ,tiktok
speech_blubs,Education,Early Childhood Learning,There is no text or emojis present in this image.,29,5953,26,5,8,1.890741623,2024-04-15,https://www.tiktok.com/@speech_blubs/video/7358006977789709601,Parent review number 50,tiktok
uknow.ai_official,Education,AI Study Tools,"""Stop laughing so much in math""  our honest reaction:",10,5935,134,0,10,46.18677043,2024-11-14,https://www.tiktok.com/@uknow.ai_official/video/7436820557414534446,Free All-Subjects AI Tutor,tiktok
curiosityquench,Education,Coding Education,hobbies that cure the brainOt you get from scrolling:  meditation reading walking using the curiosity quench app to explore 1000 + hobbies with curated action plans,5,5933,203,0,7,2.168890514,2024-11-16,https://www.tiktok.com/@curiosityquench/video/7437990014597877048,"Try these + 1000 more hobbies using our app ""Curiosity Quench"". #hobbies #foryou #viral #trending #fyp #walking #doomscrolling #break #meditation #walk #read #reading #books #book",tiktok
tandemapphq,Education,Language Learning,Introducing Language Parties,24,5921,31,0,1,6.380387931,2023-01-13,https://www.tiktok.com/@tandemapphq/video/7188097928303545605,"Introducing Language Parties 🥳 Our new feature provides you with live audio rooms in all languages, available anytime, anywhere. 🌎",tiktok
curiosityquench,Education,Coding Education,"hobbies that once you start, you won't be able to stop doing  cooking making jewelry puzzles mountain biking",6,5907,159,2,3,2.159385853,2024-11-22,https://www.tiktok.com/@curiosityquench/video/7440171660633738551,"Try all of these and 1000+ more hobbies using our app ""Curiosity Quench"". #hobbies #foryou #viral #cooking #jewlery #diy #crafts #puzzles #puzzle #biking #mtb #mountainbiking #cook #food #hobbiesforyou #fyp",tiktok
curiosityquench,Education,Coding Education,people with these hobbies make the best wife/husband  Baking Bread Cleaning for fun Cheese Making Hiking,5,5887,93,1,6,2.152074575,2024-10-22,https://www.tiktok.com/@curiosityquench/video/7428685948109491462,"explore these hobbies and 1000 more in our app ""Curiosity Quench"" - take more action with custom plans!! #hobbies #foryou #trending #viral #fyp #wife #husband #marriedlife #married #cheesemaking #breadbaking #baking #bread #cleaning #hiking",tiktok
elevateapp,Education,Study Aids & Flashcards,Acronym Challenge: What does RSVP stand for?,19,5879,66,2,3,4.529275809,2023-03-04,https://www.tiktok.com/@elevateapp/video/7206455877648321834,Remember this next time you ask someone to RSVP! #elevateapp #braintraining #elevatebraintraining #acronyms #acronymchallenge #english #abbreviations #rsvp #french ,tiktok
plantinapp,Education,None,"You bought a new plant,  but you don't know how  to care for it",7,5871,136,1,4,6.279144385,2023-08-21,https://www.tiktok.com/@plantinapp/video/7269715622240455941,Let PlantIn app take care of your plants😎 #plantin #plantapp #planttok #plantcommunity #plantcare #plantcaretips #plantsoftiktok ,tiktok
curiosityquench,Education,Coding Education,people with these hobbies always have the nicest moms  electronics ice skating kayaking kickboxing,6,5866,133,1,8,2.144397734,2025-01-13,https://www.tiktok.com/@curiosityquench/video/7459462879243242758,"TAKE ACTION on your hobbies using our app ""Curiosity Quench"". #hobbies #foryou #viral #fyp #trending #electronics #iceskating #kayaking #nice",tiktok
speech_blubs,Education,Early Childhood Learning,Speech therapy techniques you can do at home! Part 1!,38,5853,145,2,6,1.858980467,2022-03-30,https://www.tiktok.com/@speech_blubs/video/7080847490743799045,This will help your kid speak better! #speechblubs #slptips #speechtherapytips #parentingtips #fyp #momsoftiktok #toddlermom,tiktok
uknow.ai_official,Education,AI Study Tools,"""What grades will you get this semester""  my honest reaction:",12,5843,36,0,1,45.47081712,2024-11-12,https://www.tiktok.com/@uknow.ai_official/video/7436317042594123051,Free All-Subjects AI Tutor,tiktok
tasksheet.ai,Education,AI Study Tools,there's no way this is how my brother writes his homework 😅,17,5841,204,1,7,1.951553625,2023-09-05,https://www.tiktok.com/@tasksheet.ai/video/7275370795931536658,There is no way 💀  #school #essaywriter #student #essaygenerator #schoolhacks,tiktok
plantinapp,Education,None,Stop burning the lawn,22,5832,43,0,1,6.237433155,2024-05-23,https://www.tiktok.com/@plantinapp/video/7372202132952337670,Master plant care this spring!,tiktok
mimo_org,Education,Coding Education,"mimo  Mimo: Learn Coding/Programm... Code Python, JavaScript, H...  OPEN  4.9 Years Old Education  What's New Version History Version 5.42.0 1d ago  No compiler errors here! We've worked on improving and developing new features to help you have the smoothest learning journey more  Subscriptions Mimo Pro: A Year of Coding",8,5811,58,6,2,3.05359958,2022-07-26,https://www.tiktok.com/@mimo_org/video/7124665868860083461,Download Mimo and start learning🙌🤳🧑🏽‍💻 #coding #mimoapp #codingapp #learncoding #techskills #codinglife #codingtiktok,tiktok
curiosityquench,Education,Coding Education,people with these hobbies live life to the fullest  Salsa Dancing Gourmet Cooking Hot Air Ballooning Blogging,5,5802,101,1,1,2.121001645,2024-11-02,https://www.tiktok.com/@curiosityquench/video/7432793741980716293,"TRY these hobbies +1000 more using our app ""Curiosity Quench"" !! today. #hobbies #trending #viral #foryou #fyp #life #cooking #food #dancing #salsa #hotair #blog #blogging",tiktok
baimly.app,Education,Exam Preparation,жалақысы ең жоғары мамандықтар 💰,11,5792,90,7,7,8.599851522,2024-11-23,https://www.tiktok.com/@baimly.app/video/7440488800150637879,,tiktok
_readingcom,Education,Early Childhood Learning,Reading Tips from a Kindergarten teacher,14,5778,50,0,3,5.938335046,2024-02-27,https://www.tiktok.com/@_readingcom/video/7340420635606240558,"Take it from @mommy_craftsandlaughs , there are steps you should take at home to ensure your child becomes a strong reader! #parentsoftiktok #read",tiktok
pandaiofficial,Education,Exam Preparation,POV: you said goodbye to your colleague but you are walking the same way,9,5773,123,2,7,3.707771355,2023-09-26,https://www.tiktok.com/@pandaiofficial/video/7283023456541723911,Most awkward thing ever ngl.. 🚶🏻‍♂️ #awkwardmoments #awkward #officelife #pov #fyp ,tiktok
aithorai,Education,AI Study Tools,Excuses to get you out of class tomorrow  part 1,0,5764,68,1,0,7.983379501,2024-03-20,https://www.tiktok.com/@aithorai/photo/7348154524969782559,the last one is actually crazy #skippingclass #college #aithor,tiktok
curiosityquench,Education,Coding Education,people with these hobbies make the earth a cozier place  baking sewing soap making writing,6,5752,230,8,8,2.102723451,2024-12-18,https://www.tiktok.com/@curiosityquench/video/7449757964208049414,"do all of these hobbies and 1000 more using our app ""Curiosity Quench"". #hobbies #foryou #viral #fyp #trending #cozy #baking #sewing #soap #writing",tiktok
boldvoiceapp,Education,Language Learning,"""Was"" ❌ wa /s/ ✅ wa /z/",30,5748,120,10,5,2.225319396,2023-07-18,https://www.tiktok.com/@boldvoiceapp/video/7257186224782183722,Surprise /z/ sounds are all over English. Where do you hear them? #languagelearning #englishpronunciation #englishpronunciationpractice #learnenglish ,tiktok
tasksheet.ai,Education,AI Study Tools,there's no way my brother is doing his homework 😂,20,5745,203,1,6,1.919478784,2023-07-16,https://www.tiktok.com/@tasksheet.ai/video/7256552135830129938,No way he does this 😴 #school #highschool #schoolhacks #college #homework ,tiktok
cramlybeth,Education,AI Study Tools,when you use cramly.ai for your assignments and it has completely changed your life,8,5745,389,0,14,3.452524038,2024-04-13,https://www.tiktok.com/@cramlybeth/video/7357439447291481349,work smart not harder😉 #examseason #cramly #cramlyai #aitool #studenthack ,tiktok
boldvoiceapp,Education,Language Learning,Can you pls pronounce Pneumonoultramicro scopicsilicovolcanoconios,13,5737,163,13,6,2.221060782,2024-03-13,https://www.tiktok.com/@boldvoiceapp/video/7345565474807205150,Replying to @khoinguyen3558 👍😝 #americanaccent #Pronunciation #languagelearningapp #BoldVoiceApp ,tiktok
kipper.ai,Education,AI Study Tools,Turnitin has lost its credibility because of bro 😭,17,5737,126,0,7,1.880367093,2024-08-18,https://www.tiktok.com/@kipper.ai/video/7404264800638733574,Bro humanize ai for school.😎 #school #college #students #studygram,tiktok
curiosityquench,Education,Coding Education,people with these hobbies are big brained 🧠🧠,5,5735,135,1,1,2.096508865,2024-10-24,https://www.tiktok.com/@curiosityquench/video/7429337893438573829,"DO these hobbies and 1000 more using our app ""Curiosity Quench"" today!!! scroll less and live MORE. #hobbies #foryou #fyp #trending #viral #reading #engineering #writing #author #games #smart #mind",tiktok
turbolearn.ai44,Education,AI Study Tools,welcome to the new reality of college education 😂,10,5731,127,2,3,4.923539519,2024-08-13,https://www.tiktok.com/@turbolearn.ai44/video/7402592176909208849,This saves me so much time 🥹 #college #university #student #studentlife #studytok ,tiktok
memriseapp,Education,Language Learning,FRANÇAIS DE FRANCE Counting numbers in Standard French 🇫🇷 vs Belgian French 🇧🇪 FRANÇAIS DE BELGIQUE,63,5726,187,6,18,10.50642202,2022-12-15,https://www.tiktok.com/@memriseapp/video/7177386458402131206,"PLOT TWIST! Did you know that are some differences in the way Belgians count numbers compared to the French? Well, now you do! Which way do you prefer? #learnfrench #francophone #fypシ ",tiktok
cramly_anj,Education,AI Study Tools,you cant avoid being a student but you can avoid all the stress by knowing how to make studying fun and efficient,7,5700,710,1,22,10.12433393,2024-08-23,https://www.tiktok.com/@cramly_anj/video/7406272490848177409,you cant avoid being a student but you can avoid the school stress with Cramly AI :)  #studentsbelike #cramlyai #essaywriting ,tiktok
baimly.app,Education,Exam Preparation,"Қантар ЎБТ- дан кадалып үйге барып едім, үйдегілердің осы сезінен кейін кетіп барам...",8,5696,184,5,64,8.457312546,2025-01-16,https://www.tiktok.com/@baimly.app/video/7460521930483961094,,tiktok
curiosityquench,Education,Coding Education,the most common hobbies of future billionaires,5,5692,224,2,9,2.080789618,2024-10-05,https://www.tiktok.com/@curiosityquench/video/7422395369335704838,"dolla dolla... take action on these hobbies and 1000+ more with our app ""Curiosity Quench"" :) - try it for free today #running #hobbies #billionaire #mindset #reading #coding #foryou #viral #trending #fyp",tiktok
pandaiofficial,Education,Exam Preparation,Bila dah study habis-habisan tapi tetap tak faham,12,5685,264,2,13,3.651252408,2023-11-20,https://www.tiktok.com/@pandaiofficial/video/7303438985437760776,It be like that sometimes 😭🥲 #study #exam #student #malaysiatiktok ,tiktok
baimly.app,Education,Exam Preparation,"2008 дөр Байгайстанда УБТ жок дейди, бөрине тендей етіп қалаған мамандығына ГРАНТ береді екен....  мен кеттім уже, кім барады тағы?",13,5684,347,12,89,8.439495174,2024-12-16,https://www.tiktok.com/@baimly.app/video/7448983506299964677,,tiktok
tandemapphq,Education,Language Learning,When the assignment’s due in 3 minutes but you’re an international student,7,5682,119,1,2,6.122844828,2023-12-11,https://www.tiktok.com/@tandemapphq/video/7311347983629552929,"In Google Translate we trust 🙏🏼  #language #internationalstudent #studyabroad #languagelearning #fyp  Tandem is here language barriers fade and friendships form. Dive into authentic language study, connect with natives, and embrace the joy of language acquisition! ",tiktok
baimly.app,Education,Exam Preparation,Бұрын оқушыларды 80-100 баллмен Грантқа ала беретін универлер : Қазір оқушы ЎБТ дан 120 баллдан төмен жинап қалса : сонғы жылдары балл кетеріп келеді!,6,5671,194,1,23,8.420193022,2024-12-12,https://www.tiktok.com/@baimly.app/video/7447504403340332294,,tiktok
curiosityquench,Education,Coding Education,people with these hobbies are the best of friends  Maths Gym Music Astronomy,5,5670,186,3,10,2.072747213,2025-01-04,https://www.tiktok.com/@curiosityquench/video/7456129739552558342,"TRY OVER 1000 more using our app ""Curiosity Quench"". #hobbies #foryou #viral #fyp #trending #maths #math #gym #music #astronomy",tiktok
baimly.app,Education,Exam Preparation,"Следующая остановка: Кантар УБТ осыдан суринбей етіп , осы кунге дейін дайындығымын нәтижесін көру",14,5663,504,4,45,8.408314774,2024-12-07,https://www.tiktok.com/@baimly.app/video/7445693886384606470,,tiktok
curiosityquench,Education,Coding Education,people with these hobbies are cracked at life,5,5658,141,1,2,2.068360446,2025-01-06,https://www.tiktok.com/@curiosityquench/video/7456812577646021893,"do all these hobbies and 1000+ more using our app ""Curiosity Quench"". #hobbies #foryou #viral #fyp #trending #selflove #art #reading #selfimprovement #science",tiktok
jenniai_urvi,Education,AI Study Tools,Underrated facts about internships,58,5642,302,5,10,1.741358025,2024-04-11,https://www.tiktok.com/@jenniai_urvi/video/7356676154385878315,Dm me if you want company referrals :) #college #internship #collegeadvice #fyp ,tiktok
curiosityquench,Education,Coding Education,people with these hobbies are absolutely LOCKED in...,5,5634,209,3,1,2.059586913,2024-09-21,https://www.tiktok.com/@curiosityquench/video/7417198008254713094,lock in with 1000+ different hobbies in my app :) Curiosity Quench!,tiktok
andrew.from.turbo,Education,AI Study Tools,"""Don't let lectures stop you from j*rking off""",30,5626,361,14,82,3.434676435,2024-04-10,https://www.tiktok.com/@andrew.from.turbo/video/7356190007134014763,Try Turbolearn. #college #lecture #thehub #hub #horsemeet #college #collegelife #collegestudent #collegemajor #collegemajors ,tiktok
curiosityquench,Education,Coding Education,people with these hobbies have the nicest moms  Slacklining Kayaking Horse riding Geology,5,5618,88,4,1,2.053737891,2024-12-24,https://www.tiktok.com/@curiosityquench/video/7451981948819426566,"do these awesome hobbies and 1000+ more using our app ""Curiosity Quench"". #hobbies #foryou #viral #fyp #trending #slacklining #kayaking #horse #riding #geology",tiktok
curiosityquench,Education,Coding Education,people with these hobbies are the kindest humans on earth  Baking Composing Music Stargazing Badminton,5,5617,99,1,10,2.053372327,2024-10-25,https://www.tiktok.com/@curiosityquench/video/7429805833862532357,"GET started on these hobbies and 1000 more using our app ""Curiosity Quench"" to take action #hobbies #trending #foryou #fyp #viral #baking #music #badminton #stars #musical #composing #cookies",tiktok
uknow.ai_official,Education,AI Study Tools,94/100 pov: school just started so you have good grades💪,13,5604,29,0,0,43.61089494,2024-11-13,https://www.tiktok.com/@uknow.ai_official/video/7436716518680825131,Free All-Subjects AI Tutor,tiktok
aithor_oyvind,Education,AI Study Tools,"Justin Bieber: 285 songs, 85 hits (30%)  Taylor Swift: 243 songs, 59 hits (24%)  Drake: 133 songs, 38 hits (28%)  - 75% of their output is NOT popular:   Send this to someone as a reminder to keep going.",5,5598,59,0,6,7.544474394,2024-07-14,https://www.tiktok.com/@aithor_oyvind/video/7391453790693592352,"The 80/20 rule 👇 Only 2 out of your 10 projects are likely to succeed. 20% of your inputs will generate 80% of your outputs. This rule applies to everything in life… Every time I was on the verge of quitting, it was right before I succeeded. When I first started studying I didn’t see results before I put in over 20 hours of studying.  Imagine if I had given up after not seeing results with my first 10 hours? My life would be totally different right now… As a boost, I used Aithor.com which helped me save 200% extra off my time by making it write my essays. You can do the same Follow @aithor_oyvind for more study tips📲  #flashcards #studygram #study #studynotes ",tiktok
joinhandshake,Education,Professional Development,me: I need a summer job career center:,9,5593,101,5,5,5.943676939,2022-05-05,https://www.tiktok.com/@joinhandshake/video/7094335912737312042,tag us when u get hired#jobsearch #joinhandshake #datamosh #collegelife,tiktok
curiosityquench,Education,Coding Education,people with these hobbies mom's are the nicest >>>,5,5588,209,3,8,2.042770974,2024-10-10,https://www.tiktok.com/@curiosityquench/video/7424134245431463173,"explore these hobbies and 1000 more with our app ""Curiosity Quench"" TODAY. get a plan to take action. #trending #viral #polymath #foryou #fyp #hobbies #mom #math #code #coding #chemistry #chess",tiktok
boldvoiceapp,Education,Language Learning,To sound more articulate and confident in English emphasize only one word per phrase.,48,5583,404,3,8,2.161440186,2023-12-05,https://www.tiktok.com/@boldvoiceapp/video/7308930723933588779,Try out this publuc speaking tip for articulate & confident English. #englishpronunciation  #learningEnglish #publicspeaking #publicspeakingcoach #Americanaccent #boldvoiceapp #English  ,tiktok
plantinapp,Education,None,Care reminders,10,5579,28,3,1,5.96684492,2022-07-29,https://www.tiktok.com/@plantinapp/video/7125851017840807174,it turns out that plants can live longer than a month 🙈🌿 #planttiktok #plantlover #plantinapp #plantcareapp,tiktok
knownotesai,Education,AI Study Tools,There is no text in this image.,26,5579,194,8,4,8.222549742,2024-05-19,https://www.tiktok.com/@knownotesai/video/7370802638620724522,How to get a Grade 3 in English Literature Paper 2📚🤖 #school #gcse #gcserevision #literaturepaper2 #uk #fyp ,tiktok
insidr.ai,Education,AI Study Tools,5 AI Tools For Developers 10x efficiency  For anything 🤖 ChatGPT Write SQL 👨‍💻 Cogram AI Tools For Developers Find AI Tools ⚒ Insidr.ai,5,5568,162,1,16,4.034782609,2023-04-12,https://www.tiktok.com/@insidr.ai/video/7221158106510773509,AI for developers 👨🏼‍💻 insidr.ai 👉🏻 Find all AI Tools 🙋🏼 #bestaitools #aifordevelopers #aideveloper #aicoding #aicodegenerator ,tiktok
ixl,Education,Virtual Classrooms,DO YOU KNOW WHAT A PALINDROME IS?,82,5550,136,4,2,2.828746177,2024-06-20,https://www.tiktok.com/@ixl/video/7382634273691471146,Do you know what a #palindrome is? They appear in both #ELA (English Language Arts) and #Math. Watch the video to learn more. 🤓 Can you or your students or your kids find the rest of the palindrome dates in 2024? Let us know. ⬇️ #english #teacher #englishteacher #mathteacher #englishfacts #languagefacts #mathfacts #funfacts #learnontiktok #ixl #learnwithixl #learning ,tiktok
turbolearn.ai44,Education,AI Study Tools,This international student managed to get 4.0 while buying Porches 😭,10,5540,135,0,2,4.759450172,2024-07-22,https://www.tiktok.com/@turbolearn.ai44/video/7394325409447382289,I had to found out how he did it 😭😭😭 #student #studentlife #college #university #studentproblems #aiforstudents #ainotetaking #universitylife ,tiktok
curiosityquench,Education,Coding Education,people with these hobbies are the main character of their life  Technology Yoga // Pilates Photography Drawing,5,5533,124,1,6,2.022664961,2024-12-13,https://www.tiktok.com/@curiosityquench/video/7447934813366930693,"grow + do these and 1000 more hobbies using our app ""Curiosity Quench"". #hobbies #foryou #viral #fyp #trending #yoga #pilates #photography #image #draw #art #drawing #tech",tiktok
plantinapp,Education,None,ZZ plant: I will grow under any conditions,6,5526,390,1,17,5.910160428,2023-06-26,https://www.tiktok.com/@plantinapp/video/7248972393673248005,Do you have ‘drama queens’ plants?🌱 #planttok #houseplant #planttiktok #plantjokes ,tiktok
pandaiofficial,Education,Exam Preparation,You prefer studying than playing games,13,5524,112,1,4,3.547848426,2024-04-21,https://www.tiktok.com/@pandaiofficial/video/7360204586319219985,Young Pandai when attending live tuition! #fyp #fypシ #school #Study #Exam #students ,tiktok
pandaiofficial,Education,Exam Preparation,POV: You’re my revision book that I forgot about during the holiday,9,5516,290,1,3,3.54271034,2024-01-03,https://www.tiktok.com/@pandaiofficial/video/7319775971060550913,"School is back guys, you know what that means.. 😉 #spm #spm2024 #2024 #uasa #backtoschool #fyp #malaysia",tiktok
pandaiofficial,Education,Exam Preparation,Let's find PBot 🤖🤔,0,5513,152,14,3,3.540783558,2024-08-14,https://www.tiktok.com/@pandaiofficial/photo/7402918403473755410,How many Pbots are there in the last slide? 🤔 #fyp #onlinelearning #pandai #onlineclass #studytok #spm #exam #trending #ai #technology ,tiktok
tandemapphq,Education,Language Learning,Trying to find a Tandem partner that’s just as weird as you,4,5510,79,4,0,5.9375,2022-09-28,https://www.tiktok.com/@tandemapphq/video/7148447298886962438,There’s a Tandem partner out there for everyone! Download the app to find yours! #Tandem   #TandemApp #LanguageLearning #InternationalFriends #fyp ,tiktok
